Date,City,Cause of Death
11/18/2007,Big Bend -  Eswatini,Veh. Accid-Auto
04/21/2008,Mbabane -  Eswatini,Suicide
05/16/2013,Pfaffikon -  Eswatini,Suicide
05/31/2013,Couvet -  Eswatini,Suicide
06/27/2013,Pfaffikon -  Eswatini,Suicide



