Date,City,Cause of Death
07/14/2005,Providenciales -  Turks And Caicos Islands,Drowning
11/22/2005,Providenciales -  Turks And Caicos Islands,Drowning
08/19/2006,Turks And Caicos Islands,Suicide
07/22/2012,Providenciales -  Turks and Caicos Islands,Drowning
07/25/2012,Grand Turk -  Turks and Caicos Islands,Drowning
08/24/2016,Grand Turk,Drowning
09/30/2016,Providenciales,Homicide
10/18/2016,Providenciales,Drowning



