Date,City,Cause of Death
11/02/2003,Tallin -  Estonia,Suicide
08/10/2005,Tallin -  Estonia,Air Accident
08/10/2005,Tallin -  Estonia,Air Accident
05/21/2013,Tallinn -  Estonia,Other Accident
03/23/2017,Tallinn,Veh. Accid-Auto



