Date,City,Cause of Death
04/25/2006,Road To District Of Nieuw Nickerie - Wageningen -  Suriname,Veh. Accident-Bus
12/06/2007,Brokopono District -  Suirname,Other Accident
10/18/2014,Paramaribo,Suicide



