Date,City,Cause of Death
01/26/2011,Jaipur -  Rajasthan -  India,Suicide
03/04/2011,Kolkata -  West Bengal -  India,Suicide
03/05/2011,Pune -  Maharashtra -  India,Other Accident
06/08/2011,Avalur -  Arakkonam -  India,Veh. Accid-Bus
06/09/2011,Avalur -  Arakkonam -  India,Veh. Accid-Bus
09/01/2011,Andhra Pradesh -  India,Veh. Accid-Auto
09/15/2011,Bangalore -  Karnataka -  India,Other Accident
10/13/2011,New Delhi -  India,Veh. Accid-Auto
10/31/2011,Chennai -  Madras -  India,Other Accident
12/18/2011,Uttar Pradesh -  India,Suicide
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
12/19/2011,Mangrol -  Surat -  Gujarat -  India,Veh. Accid-Auto
01/01/2012,Karamsad -  Gujarat -  India,Vehicle Accident - Auto
01/01/2012,Mumbai -  Maharashtra -  India,Other Accident
01/06/2012,Agra -  Uttar Pradesh -  India,Vehicle Accident - Other
01/06/2012,Agra -  Uttar Pradesh -  India,Vehicle Accident - Other
01/06/2012,Agra -  Uttar Pradesh -  India,Vehicle Accident - Other
01/06/2012,Agra -  Uttar Pradesh -  India,Vehicle Accident - Other
01/21/2012,Hyderabad -  Andhra Pradesh -  India,Suicide
03/24/2012,Dapoli -  Maharashtra -  India,Vehicle Accident - Other
03/26/2012,Pune -  India,Suicide
10/10/2012,New Delhi -  India,Suicide
10/13/2012,Bara Bhangal -  Himachal Pradesh -  India,Other Accident
10/24/2012,Atchutapuram -  Andhra Pradesh -  India,Veh. Accid-Train
12/09/2012,Bangalore -  Karnataka -  India,Other Accident
01/01/2013,Punjab -  India,Homicide
01/21/2013,Goa -  India,Veh. Accid-Motorcy.
02/25/2013,Chennai -  Tamil Nadu -  India,Suicide
06/04/2013,Mumbai -  India,Suicide
06/29/2013,Ludhiana -  India,Other Accident
07/22/2013,Kothakota -  Mahabubnagar -  Andhra Pradesh -  India,Veh. Accid-Auto
08/14/2013,Coimbatore -  Tamil Nadu -  India,Veh. Accid-Other
09/12/2013,Bangalore -  Karnataka -  India,Other Accident
12/25/2013,Kasauli -  Himachal Pradesh -  India,Other Accident
02/13/2014, Paalghar - Dist. Thane,Veh. Accid-Auto
02/13/2014,Paalghar - Dist: Thane,Veh. Accid-Auto
02/20/2014,Agra Cantt -  Uttar Pradesh,Homicide
03/08/2014,Bhomwada -  Palyem,Veh. Accid-Motorcy.
03/24/2014,Main Road -  Mangwal,Veh. Accid-Auto
03/24/2014,Mangwal - Sangrur,Veh. Accid-Auto
05/03/2014,Coimbatore - Tamil Nadu,Veh. Accid-Auto
05/21/2014,Bhalod Taluka -  Jhagadia,Drowning
06/21/2014,Leh - Jammu and Kashmir,Other Accident
07/02/2014,Gogina -  District Bageshwar - Uttarakhand,Other Accident
07/02/2014,North Paravur - Kerala,Drowning
08/20/2014,JPNA Trauma Centre -  AIIMS - Raj Nagar,Veh. Accid-Bus
10/12/2014,Tasekha - Punakha,Veh. Accid-Motorcy.
11/29/2014,District Gurdaspur - Punjab,Veh. Accid-Auto
12/23/2014,Kolkata -  West Bengal,Suicide
12/29/2014,P.O. & Teh Mukerian -  Punjab,Veh. Accid-Motorcy.
01/17/2015,Rajinder Nagar -  New Delhi ,Veh. Accid-Auto
01/26/2015,Muzaffarpur -  Bihar,Veh. Accid-Other
02/10/2015,Vijayawada -  Andhra Pradesh,Suicide
02/20/2015,Jameetgarh Bhalla -  Nawanshahr -  Punjab,Veh. Accident -Auto
02/20/2015,Jameetgarh Bhalla -  Punjab,Veh. Accident-Auto
02/23/2015,Mumbai -  Maharashtra,Other Accident
05/11/2015,Nadia -  West Bengal,Suicide
06/02/2015,Ernakulam -  Kerala,Other Accident
07/01/2015,Kollam -  Kerala,Suicide
09/09/2015,Darjeeling -  West Bengal,Drowning
10/19/2015,Hyderabad - Telangana,Suicide
10/24/2015,Rajarhat -  Kolkata,Suicide
12/03/2015,Chennai,Drowning
01/06/2016,South Sikkim,Other Accident
01/12/2016,Pernem,Drowning
06/03/2016,Andhra Pradesh,Veh. Accid-Auto
07/07/2016,New Delhi ,Drowning
07/17/2016,Jalandhar District - Punjab,Veh. Accid-Other
09/01/2016,Meeyannoor -  Kerala,Veh. Accid-Other
09/03/2016,Thiruvananthapuram,Other Accident
10/31/2016,Meghalaya,Drowning
11/05/2016,Vadodara -  Gujarat,Other Accident
12/09/2016,Dungarpur -  Rajasthan,Veh. Accid-Other
12/09/2016,Himmatnagar -  Gujarat,Veh. Accid-Other
02/16/2017,Punjab,Veh. Accid-Auto
06/29/2017,Uttarakhnad,Other Accident
07/05/2017,New Delhi,Homicide
07/06/2017,Ahmedabad -  Gujarat,Veh. Accid-Pedestr.
07/14/2017,Ahmedabad -  Gujarat,Veh. Accid-Other
11/11/2017,Mumbai -  Maharashtra,Veh. Accid-Pedestr.
12/22/2017,Pune -  Maharashtra,Veh. Accid-Bus
12/31/2017,Navsari -  Gujarat,Veh. Accid-Auto
01/31/2018,Sheron - Tarn Taran -  Punjab,Other Accident
05/13/2018,Tarn Taran -  Punjab,Veh. Accid-Auto



