Date,City,Cause of Death
05/24/2004,Monrovia -  Liberia,Homicide
07/29/2007,Monrvia -  Liberia,Drowning-Beach
08/24/2009,Monrovia - Montserrado -  Liberia,Suicide
10/01/2010,Monrovia -  Liberia,Other Accident
03/12/2013,Coopers Beach -  Monrovia -  Liberia,Drowning
01/30/2014,Paynesville,Veh. Accid-Auto
02/13/2015,Monrovia,Drowning
07/22/2017,Monrovia -  Montserrado,Veh. Accid-Auto
03/24/2018,Monrovia -  Montserrado,Homicide



