Date,City,Cause of Death
12/24/2003,Al Gaftain -  Wilayat Of Haima -  South Of Muscat -  Oman,Veh. Accident-Auto
12/31/2003,Seeb -  Oman,Homicide
02/09/2005,Al Zahiya -  Wilayat Of Liwa -  Oman,Veh. Accident-Auto
12/10/2009,Sur -  Oman,Other Accident
06/05/2013,Muscat -  Oman,Veh. Accid-Auto
12/29/2013,Khor Sham -  Musandam -  Oman,Maritime Accident
01/17/2017,Al Wusta Region,Other Accident



