Date,City,Cause of Death
12/20/2016,Rawai -  Meuang -  Phuket,Suicide
12/22/2016,Pathum Wan - Bangkok,Veh. Accid-Auto
12/26/2016,Warin Chamrab District -  Ubon Ratchathani Province,Veh. Accid-Auto
01/06/2017,Uthai Thani Province,Other Accident
01/09/2017,Chiang Mai,Veh. Accid-Motorcy.
01/13/2017,Pathum Thani,Veh. Accid-Motorcy.
01/13/2017,Rayong,Veh. Accid-Motorcy.
01/14/2017,Chiang Mai,Suicide
01/14/2017,Rayong,Veh. Accid-Motorcy.
02/24/2017,Lamphun,Veh. Accid-Motorcy.
03/07/2017,Bangkok,Veh. Accid-Auto
03/08/2017,Mae Hong Son,Drowning
03/23/2017,Chiang Mai,Suicide
03/28/2017,Chon Buri,Veh. Accid-Motorcy.
04/15/2017,Chiang Rai,Veh. Accid-Auto
05/26/2017,Surat Thani,Veh. Accid-Motorcy.
05/29/2017,Krabi,Drowning
06/11/2017,Phuket,Suicide
06/29/2017,Surat Thani Province,Suicide
07/04/2017,Chiang Mai,Drowning
07/17/2017,ChonBuri -  ChonBuri Province,Suicide
07/25/2017,Bangkok,Suicide
08/01/2017,ChonBuri -  ChonBuri Province,Veh. Accid-Motorcy.
08/09/2017,ChonBuri -  ChonBuri Province,Veh. Accid-Motorcy.
08/18/2017,Chaing Rai -  Chiang Rai Province,Veh. Accid-Motorcy.
08/20/2017,Chon Buri -  Chon Buri Province,Veh. Accid-Other
09/03/2017,Chiang Rai -  Chang Rai Province,Other Accident
09/03/2017,Phuket,Suicide
10/11/2017,Phuket,Suicide
10/31/2017,Bangplee District - Samutprakarn,Veh. Accid-Motorcy.
11/25/2017,Bangkok,Veh. Accid-Motorcy.
11/25/2017,Bangkok,Suicide
12/10/2017,Bangkok,Suicide
12/20/2017,Koh Lanta -  Krabi,Veh. Accid-Motorcy.
12/21/2017,Bangkok,Suicide
12/24/2017,Bang Phli District - Samut Prakan Province,Veh. Accid-Pedestr.
01/06/2018,A. Mae Chaem -  Chiang Mai,Veh. Accid-Motorcy.
01/07/2018,A. Muang -  Chiang Rai,Veh. Accid-Motorcy.
01/08/2018,Bang Lamung -  Chon Buri,Suicide
02/06/2018,A. Muang -  Chiang Mai,Drowning
02/16/2018,Ko Pha-Ngan -  Surat Thani,Suicide
02/21/2018,Bang Lamung -  Chon Buri,Veh. Accid-Pedestr.
02/22/2018,A. Muang -  Chiang Mai,Suicide
02/27/2018,A. Muang -  Chiang Rai ,Suicide
03/04/2018,Bang Lamung -  Chon Buri,Veh. Accid-Motorcy.
03/05/2018,Bang Lamung -  Chon Buri,Veh. Accid-Motorcy.
03/10/2018,Bang Rak -  Bangkok,Undetermined/Unknown
03/13/2018,Mueang Krabi -  Krabi,Drowning
03/28/2018,Bang Lamung -  Chon Buri,Veh. Accid-Motorcy.
04/07/2018,A. Muang -  Chiang Mai,Suicide
04/12/2018,A. Muang -  Chiang Mai,Drug-Related
05/16/2018,A. Muang -  Chiang Mai,Suicide
06/02/2018,Sattahip District -  Chon Buri,Drowning
06/11/2018,Ban Ta Khun -  Surat Thani,Drowning



