Date,City,Cause of Death
06/15/2003,Brussels -  Belgium,Homicide
06/13/2004,Brussels -  Belgium,Veh. Accident-Auto
02/28/2005,Brugge -  Belgium,Other Accident
12/03/2007,Vilvoorde -  Belgium,Other Accident



