Date,City,Cause of Death
03/21/2008,Bakau - banjul -  The Gambia,Drowning
08/08/2009,Foni Bintang District -  Gambia,Veh. Accid-Auto
11/19/2011,Brufut -  Banjul -  The Gambia,Drowning
05/08/2015,Makasutu -  Brikama,Other Accident
07/26/2015,Banjul,Drowning



