Index,Date,City,Cause of Death,Country
4783,4/17/2005,Mexico City -  Distrito Federal -  Mexico,Homicide,Mexico
4784,4/18/2005,Los Cabos -  Baja California Sur -  Mexico,Other Accident,Mexico
4785,4/18/2005,Playa La Llorona -  Coahuayana -  Michoacan -  Mexico,Drowning,Mexico
4786,4/18/2005,Tepetongo -  Zacatecas -  Mexico,Vehicle Accident,Mexico
4787,4/19/2005,Tijuana -  Baja California Norte -  Mexico,Suicide,Mexico
4788,4/20/2005,Ameca - Guadalajara Freeway -  Las Paredes -  San Martin Hidalgo -  Jalisco -  Mexico,Vehicle Accident,Mexico
4789,4/21/2005,Av Enfermeria S/n Tepic -  Nayarit -  Mexico,Vehicle Accident,Mexico
4790,4/25/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4791,4/28/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4792,4/29/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning,Mexico
4793,5/2/2005,San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4794,5/7/2005,Los Mochis -  Sinaloa -  Mexico,Homicide,Mexico
4795,5/9/2005,Agua Prieta -  Sonora -  Mexico,Other Accident,Mexico
4796,5/10/2005,Centro Medico Siglo Xxi -  Mexico City -  Distrito Federal -  Mexico,Other Accident,Mexico
4797,5/11/2005,Mexico City -  Distrito Federal -  Mexico,Homicide,Mexico
4798,5/13/2005,Pedro Moreno 75 -  Yahualica De Gonzalez Gallo -  Jalisco -  Mexico,Vehicle Accident,Mexico
4799,5/14/2005,Plaza Neptuno -  Local D-1 -  Puerto Vallarta -  Jalisco -  Mexico,Vehicle Accident,Mexico
4800,5/15/2005,Sayulita -  Nayarit -  Mexico,Suicide,Mexico
4801,5/16/2005,Rosarito -  Baja California Norte -  Mexico,Homicide,Mexico
4802,5/17/2005,Puerto Penasco -  Sonora -  Mexico,Drowning,Mexico
4803,5/21/2005,Cuitlahuac -  Veracruz -  Mexico,Homicide,Mexico
4804,5/23/2005,Km 3.5 South Coastal Hwy. Cozumel -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4805,5/28/2005,Hospital Central -  Ignacio Morones Prieto -  San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4806,5/31/2005,Acayucan -  Veracruz -  Mexico,Vehicle Accident,Mexico
4807,6/2/2005,Mexicali -  Baja California Norte -  Mexico,Homicide,Mexico
4808,6/5/2005,Tulum -  Quintana Roo -  Mexico,Drowning,Mexico
4809,6/6/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4810,6/11/2005,Oasis Hotel Beach -  Cancun -  Quintana Roo -  Mexico,Drowning,Mexico
4811,6/13/2005,Omealca -  Veracruz -  Mexico,Homicide,Mexico
4812,6/16/2005,Brecha 113 -  Km 82 -  Valle Hermoso -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4813,6/16/2005,Cd Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4814,6/17/2005,Benito Juarez Highway Km 124 -  Salvador Alvarado -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4815,6/26/2005,Clinica Del Mar -  Mazatlan -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4816,6/26/2005,Navy Base Hospital -  Acapulco -  Guerrero -  Mexico,Vehicle Accident,Mexico
4817,6/27/2005,General Hospital -  Mexicali -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4818,6/27/2005,Merida -  Yucatan -  Mexico,Suicide,Mexico
4819,6/30/2005,Tala -  Jalisco -  Mexico,Homicide,Mexico
4820,7/2/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
4821,7/5/2005,Km 73 -  Guadalajara - Saltillo Freeway -  Ixtlahuacan Del Rio -  Jalisco -  Mexico,Vehicle Accident,Mexico
4822,7/15/2005,Calle Xochita -  Zona Centro -  San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4823,7/17/2005,Crucero De Bonita -  Km 106 + 250 -  Freeway #15 -  Nayarit -  Mexico,Vehicle Accident,Mexico
4824,7/18/2005,Apodaca -  Nuevo Leon -  Mexico,Homicide,Mexico
4825,7/18/2005,Juarez Porvenir -  Db -  Chihuahua -  Mexico,Homicide,Mexico
4826,7/18/2005,Morelia-copandaro De Galeana -  Michoacan Highway -  Michoacan -  Mexico,Vehicle Accident,Mexico
4827,7/19/2005,Hospital San Javier -  Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4828,7/23/2005,Escobedo S/n -  Tecuala -  Nayarit -  Mexico,Vehicle Accident,Mexico
4829,7/24/2005,Acapulco -  Guerrero -  Mexico,Drowning,Mexico
4830,7/24/2005,Col. Victoria -  Nuevo Laredo -  Mexico,Homicide,Mexico
4831,7/25/2005,Km 47+300 Mexico-puebla Highway -  Ixtapaluca -  Mexico,Vehicle Accident,Mexico
4832,7/26/2005,Cuernavaca -  Morelos -  Mexico,Homicide,Mexico
4833,7/26/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4834,7/26/2005,Nuevo Progreso -  Veracruz -  Mexico,Other Accident,Mexico
4835,7/31/2005,Km 2 -  Highway 110 -  La Piedad -  Michoacan -  Mexico,Vehicle Accident,Mexico
4836,8/4/2005,Ensenada -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4837,8/4/2005,La Paz -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4838,8/6/2005,Cozumel -  Quintana Roo -  Mexico,Homicide,Mexico
4839,8/7/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4840,8/9/2005,Ensenada -  Baja California Norte -  Mexico,Other Accident,Mexico
4841,8/9/2005,Morelia -  Michoacan -  Mexico,Homicide,Mexico
4842,8/10/2005,Creel -  Bocoyna -  Chihuahua,Other Accident,Mexico
4843,8/10/2005,Guanajuato-san Miguel De Allende Highway -  Guanajuato -  Mexico,Vehicle Accident,Mexico
4844,8/14/2005,Acaponeta -  Nayarit -  Mexico,Homicide,Mexico
4845,8/15/2005,57 Km Hwy Huizache-matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4846,8/15/2005,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4847,8/15/2005,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4848,8/19/2005,Puerta Vallarta -  Jalisco -  Mexico,Suicide,Mexico
4849,8/19/2005,Tijuana -  Baja California Norte -  Mexico,Suicide,Mexico
4850,8/24/2005,Vallecillo -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4851,8/25/2005,Avenida Madero Y Revolucion Zona Norte -  Tijuana -  Baja California Norte -  Mexico,Drug Related,Mexico
4852,8/27/2005,Cancun -  Quintana Roo -  Mexico,Drowning,Mexico
4853,8/28/2005,Tijuana -  Baja California Norte -  Mexico,Suicide,Mexico
4854,8/29/2005,Cd Juarez -  Chihuahua -  Mexico,Homicide,Mexico
4855,8/29/2005,Tecate -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4856,9/2/2005,Puerto Penasco -  Sonora -  Mexico,Drowning,Mexico
4857,9/4/2005,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4858,9/10/2005,Nogales -  Sonora -  Mexico,Drug Related,Mexico
4859,9/11/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Suicide,Mexico
4860,9/11/2005,Sanatorio De La Loma -  Tepic -  Nayarit -  Mexico,Drowning,Mexico
4861,9/12/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4862,9/19/2005,Zaragoza -  Coahuila -  Mexico,Suicide,Mexico
4863,9/23/2005,Km 24.950 -  Mexico-nuevo Laredo Highway -  Valles -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4864,9/25/2005,Tototlan -  Jalisco -  Mexico,Other Accident,Mexico
4865,9/26/2005,Km 1 -  La Loma -  Rio Verde -  San Luis Potosi,Vehicle Accident,Mexico
4866,9/28/2005,Old Civil Hospital -  Guadalajara -  Jalisco -  Mexico,Other Accident,Mexico
4867,10/5/2005,Penjamo -  Guanajuato -  Mexico,Homicide,Mexico
4868,10/5/2005,Royal Sands Hotel -  Cancun -  Quintana Roo -  Mexico,Drowning,Mexico
4869,10/8/2005,Puerto Penasco -  Sonora -  Mexico,Drowning,Mexico
4870,10/8/2005,Puerto Penasco -  Sonora -  Mexico,Drowning,Mexico
4871,10/9/2005,Mexicali -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4872,10/13/2005,Antiguo Hospital Civil -  Guadalajara -  Ja Lisco -  Mexico,Vehicle Accident,Mexico
4873,10/15/2005,Ensenada -  Baja California Norte -  Mexico,Drug Related,Mexico
4874,10/15/2005,Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4875,10/16/2005,Hospital Universitario -  Monterrey -  Nuevo Leon -  Mexico,Other Accident,Mexico
4876,10/17/2005,San Miguel De Allende -  Guanajuato -  Mexico,Suicide,Mexico
4877,10/18/2005,Highway 57 -  Matehuala - Huizache -  San Luis Potosi,Vehicle Accident,Mexico
4878,10/18/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4879,10/20/2005,Naca -  Sonora -  Mexico,Vehicle Accident,Mexico
4880,10/22/2005,Kilometro 243-20 Autopista De Occidente -  Morelia -  Michoacan -  Mexico,Vehicle Accident,Mexico
4881,10/23/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4882,10/24/2005,Carretera Juarez Porvenir Cd Juarez -  Chihuahua -  Mexico,Other Accident,Mexico
4883,10/25/2005,Veracruz -  Veracruz -  Mexico,Homicide,Mexico
4884,10/26/2005,San Blas -  Nayarit -  Mexico,Suicide,Mexico
4885,10/31/2005,Bahia Kino -  Sonora -  Mexico,Homicide,Mexico
4886,11/1/2005,Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4887,11/1/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning,Mexico
4888,11/3/2005,Ixtlahuacan Del Rio -  Jalisco -  Mexico,Suicide,Mexico
4889,11/5/2005,Colonia Santa Fe -  Transpeninsular Km 177 -  Near San Quentin -  Baja California Norte -  Mexico,Other Accident,Mexico
4890,11/8/2005,Camino Nacional -  Toluca-ixtlahuaca Highway Km 14 -  Palmillas -  Almoloya De Juarez -  Mexico -  Mexico,Vehicle Accident,Mexico
4891,11/11/2005,Matamoros -  Tamaulipas -  Mexico,Homicide,Mexico
4892,11/13/2005,General Bravo -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4893,11/15/2005,Mazatlan -  Sinaloa -  Mexico,Other Accident,Mexico
4894,11/16/2005,Km 30 Carret Transpeninsular -  Lewis -  David San Jose Del Cabo -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4895,11/16/2005,Silao -  Guanajluato -  Mexico,Other Accident,Mexico
4896,11/18/2005,Golfo De Santa Clara -  Sonora -  Mexico,Vehicle Accident,Mexico
4897,11/18/2005,Hermosillo -  Sonora -  Mexico,Suicide,Mexico
4898,11/19/2005,Hospital Universitario -  Monterrey -  Nuevo Leon -  Mexico,Other Accident,Mexico
4899,11/21/2005,Carretera Entronque A Puerto Palomas -  Chihuahua -  Mexico,Vehicle Accident,Mexico
4900,11/22/2005,Near Acuna -  Coahuila -  Mexico,Vehicle Accident,Mexico
4901,11/24/2005,Parque Acuatico Cabo Pulmo -  Cabo San Lucas -  Baja California Sur -  Mexico,Drowning,Mexico
4902,11/24/2005,Parque Acuatico Cabo Pulmo -  San Jose Del Cabo -  Baja California Sur,Other Accident,Mexico
4903,11/26/2005,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4904,11/29/2005,Santa Cruz Huatulco -  Oaxaca -  Mexico,Vehicle Accident,Mexico
4905,11/29/2005,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4906,11/30/2005,Zamora -  Michoacan -  Mexico,Vehicle Accident,Mexico
4907,12/2/2005,Mulege -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4908,12/3/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4909,12/4/2005,Ampliacion San Pedro Xalostoc -  Ecatepec -  Mexico,Homicide,Mexico
4910,12/4/2005,Av. La Paz & Duque De Rivas -  Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4911,12/4/2005,Ejido Rancho Viejo -  Municipality Of Matamoros -  Mexico,Homicide,Mexico
4912,12/4/2005,Matamoros -  Tamaulipas -  Mexico,Homicide,Mexico
4913,12/8/2005,Matamoros -  Tamaulipas -  Mexico,Homicide,Mexico
4914,12/9/2005,Puebla -  Puebla -  Mexico,Vehicle Accident,Mexico
4915,12/12/2005,Chetumal -  Quintana Roo -  Mexico,Suicide,Mexico
4916,12/13/2005,Clinica Siglo Xxi -  Mazatlan -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4917,12/13/2005,Hotel Posada Pablo De Tarso -  San Patricio Melaque -  Jalisco -  Mexico,Other Accident,Mexico
4918,12/15/2005,Km 18.5 Highway 15 -  Between Vicam And Cuidad Obregon In Cajeme -  Sonora -  Mexico,Vehicle Accident,Mexico
4919,12/16/2005,At Sea Off Of Veracruz -  Mexico,Maritime Accident,Mexico
4920,12/16/2005,Monterrey-laredo Highway Km .45+500 -  Clenega De Flores -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4921,12/17/2005,Highway 15 -  Km 185 Hermosillo-guaymas -  Sonora -  Mexico,Vehicle Accident,Mexico
4922,12/19/2005,Saltillo-mexico Highway Km 90 -  Caohuila -  Mexico,Vehicle Accident,Mexico
4923,12/20/2005,Ixtlan -  Oaxaca -  Mexico,Vehicle Accident,Mexico
4924,12/20/2005,Nogales -  Sonora -  Mexico,Drug Related,Mexico
4925,12/22/2005,La Concepcion Hospital -  Saltillo -  Coahuila -  Mexico,Vehicle Accident,Mexico
4926,12/23/2005,Magdalena -  Sonora -  Mexico,Vehicle Accident,Mexico
4927,12/25/2005,Navojoa -  Sonora -  Mexico,Vehicle Accident,Mexico
4928,12/26/2005,Coral Hotel And Marina -  Ensenada -  Baja California Norte -  Mexico,Drowning,Mexico
4929,12/27/2005,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4930,12/27/2005,Todos Santos -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4931,12/28/2005,Km 107+500 -  San Jose Del Cabo-los Barriles Highway -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4932,12/28/2005,Mazatlan -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4933,12/31/2005,Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4934,12/31/2005,Moctezuma -  Sonora -  Mexico,Vehicle Accident,Mexico
4935,12/31/2005,Nuevo Leon -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4936,1/1/2006,Tototlan -  Jalisco -  Mexico,Vehicle Accident,Mexico
4937,1/2/2006,Matehuala -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4938,1/4/2006,Cozumel -  Quintana Roo -  Mexico,Homicide,Mexico
4939,1/4/2006,Escuinapa -  Sinaloa -  Mexico,Vehicle Accident,Mexico
4940,1/4/2006,Jiutepec -  Moreles -  Mexico,Drowning,Mexico
4941,1/5/2006,Valladolid -  Yucatan -  Mexico,Other Accident,Mexico
4942,1/5/2006,Zacatecas -  Zacatecas -  Mexico,Vehicle Accident,Mexico
4943,1/6/2006,Caborca -  Sonora -  Mexico.,Vehicle Accident,Mexico
4944,1/9/2006,San Luis Potosi -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
4945,1/10/2006,Empalme -  Sonora -  Mexico,Vehicle Accident,Mexico
4946,1/11/2006,Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
4947,1/11/2006,Mazatlan -  Sinaloa -  Mexico,Suicide,Mexico
4948,1/12/2006,San Pedro Pochutla -  Oaxaca -  Mexico,Drowning,Mexico
4949,1/14/2006,Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4950,1/18/2006,San Luis Potosi -  San Luis Potosi -  Mexico,Other Accident,Mexico
4951,1/19/2006,Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4952,1/20/2006,Rosarito -  Baja California Norte -  Mexico,Suicide,Mexico
4953,1/21/2006,Nahuatzen -  Michoacan -  Mexico,Suicide,Mexico
4954,1/21/2006,Teloloapan -  Guerrero -  Mexico,Vehicle Accident,Mexico
4955,1/24/2006,Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4956,1/24/2006,Los Cabos -  Baja California Sur -  Mexico,Drowning,Mexico
4957,1/25/2006,Rosarito -  Baja California Norte -  Mexico,Suicide,Mexico
4958,1/25/2006,Tijuana -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4959,1/28/2006,Mexicali -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4960,1/29/2006,Guadalupe -  Nuevo Leon -  Mexico,Homicide,Mexico
4961,1/30/2006,Toluca-mexico Highway -  Estado De Mexico -  Mexico,Vehicle Accident,Mexico
4962,2/2/2006,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4963,2/8/2006,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4964,2/9/2006,San Ignacio Rio Muerto -  Sonora -  Mexico,Vehicle Accident,Mexico
4965,2/12/2006,La Peita Da Jaltamba -  Nayarit -  Mexico,Vehicle Accident,Mexico
4966,2/20/2006,Enc. De Diaz Highway -  Jalisco -  Mexico,Vehicle Accident,Mexico
4967,2/20/2006,Playa Del Carmen -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
4968,2/21/2006,Rosarito -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4969,2/21/2006,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
4970,2/23/2006,Juchipila -  Zacatecas -  Mexico,Drug Related,Mexico
4971,2/23/2006,Los Cabos -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
4972,2/24/2006,San Quintin -  Baja California Norte -  Mexico,Suicide,Mexico
4973,2/28/2006,Loma Bonita Ejidal -  Tlaquepaque -  Jalisco -  Mexico,Suicide,Mexico
4974,3/1/2006,Chetumal -  Quintana Roo -  Mexico,Drowning,Mexico
4975,3/1/2006,Ciudad Juarez -  Chihuahua -  Mexico,Drug Related,Mexico
4976,3/2/2006,Puerto Vallarta -  Jalisco -  Mexico,Suicide,Mexico
4977,3/4/2006,Tampico -  Tamaulipas -  Mexico,Suicide,Mexico
4978,3/7/2006,Rancho Santa Fe -  Encarnacion De Diaz -  Jalisco -  Mexico,Drowning,Mexico
4979,3/9/2006,Queretaro -  Queretaro -  Mexico,Homicide,Mexico
4980,3/10/2006,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
4981,3/11/2006,San Felipe -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4982,3/13/2006,Guadalajara -  Jalisco -  Mexico,Vehicle Accident,Mexico
4983,3/18/2006,Cibuta/imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4984,3/19/2006,Km 47 -  Gomez Palacio-ceballos Highway -  Durango -  Mexico,Vehicle Accident,Mexico
4985,3/19/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4986,3/19/2006,Rosarito -  Baja California Norte -  Mexico,Drug Related,Mexico
4987,3/22/2006,Morelia -  Michoacan -  Mexico,Vehicle Accident,Mexico
4988,3/24/2006,Ensenada -  Baja California Norte -  Mexico,Homicide,Mexico
4989,3/27/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4990,4/1/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4991,4/3/2006,Nogales -  Sonora -  Mexico,Suicide,Mexico
4992,4/8/2006,Escobedo -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
4993,4/8/2006,Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
4994,4/9/2006,Imuris -  Sonora -  Mexico,Vehicle Accident,Mexico
4995,4/9/2006,Nongales -  Sonora -  Mexico,Vehicle Accident,Mexico
4996,4/9/2006,San Felipe -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
4997,4/10/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4998,4/10/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
4999,4/11/2006,Bahia De Banderas -  Nayarit -  Mexico,Suicide,Mexico
5000,4/12/2006,Higuera Blanca -  Nayarit -  Mexico,Drowning,Mexico
5001,4/14/2006,Playa Del Carmen -  Quintana Ree -  Mexico,Drowning,Mexico
5002,4/15/2006,Puerto Penasco -  Sonora -  Mexico,Vehicle Accident,Mexico
5003,4/17/2006,Quintana Roo -  Mexico,Drowning,Mexico
5004,4/19/2006,Carreteras Anahuac Y Mex-dos -  Nuevo Laredo -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
5005,4/19/2006,Nuevo Leon -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
5006,4/19/2006,Puerto Vallarta -  Jalisco -  Mexico,Homicide,Mexico
5007,4/28/2006,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
5008,4/29/2006,Cerralvo -  Nuevo Leon -  Mexico,Vehicle Accident,Mexico
5009,4/30/2006,Ensenada -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
5010,5/7/2006,Tecoman -  Colima -  Mexico,Suicide,Mexico
5011,5/8/2006,La Paz -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
5012,5/9/2006,Carbo -  Sonora -  Mexico,Vehicle Accident,Mexico
5013,5/12/2006,Valladolid -  Yucatan -  Mexico,Vehicle Accident,Mexico
5014,5/14/2006,Los Mochis -  Sinaloa -  Mexico,Vehicle Accident,Mexico
5015,5/14/2006,San Felipe -  Baja California Norte -  Mexico,Vehicle Accident,Mexico
5016,5/17/2006,Guerrero Negro -  Baja California Sur -  Mexico,Vehicle Accident,Mexico
5017,5/18/2006,Tijuana -  Baja California Norte -  Mexico,Homicide,Mexico
5018,5/20/2006,Mexicali -  Baja California Norte -  Mexico,Homicide,Mexico
5019,5/22/2006,Playa Del Carmen -  Quintana Roo -  Mexico,Vehicle Accident,Mexico
5020,5/25/2006,Ilsa Mujreres -  Quintana Roo -  Mexico,Drowning,Mexico
5021,5/27/2006,Puerto Vallarta -  Jalisco -  Mexico,Suicide,Mexico
5022,5/29/2006,Tecate -  Baja California Norte -  Mexico,Homicide,Mexico
5023,6/1/2006,Ensendada -  Baja California Norte -  Mexico,Suicide,Mexico
5024,6/2/2006,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning,Mexico
5025,6/3/2006,Nuevo Laredo-piedras Negras Highway At Kilometer 34 -  Tamaulipas -  Mexico,Vehicle Accident,Mexico
5026,6/4/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
5027,6/8/2006,Tula -  Hidalgo -  Mexico,Homicide,Mexico
5028,6/12/2006,Ensenada -  Baja California -  Mexico,Vehicle Accident,Mexico
5029,6/16/2006,Salahua -  Manzanillo -  Cotima -  Mexico,Vehicle Accident,Mexico
5030,6/21/2006,Cancun -  Quintana Roo -  Mexico   ,Falling,Mexico
5031,6/24/2006,Km. 91 Carretera Tecate-ensenada -  baja California Norte -  Mexico  ,Vehicle Accident,Mexico
5032,7/3/2006,Beach Of Cerro -  El Indio -  Mexico,Other Accident,Mexico
5033,7/3/2006,Sanatorio La Luz -  Veracruz -  Mexico,Other Accident,Mexico
5034,7/4/2006,Agualeguas -  Nuevo Leon -  Mexico,Homicide,Mexico
5035,7/4/2006,Tijuana -  Baja California -  Mexico,Homicide,Mexico
5036,7/6/2006,Vista Hermosa Ciuadad Juarez -  Mexico,Drowning,Mexico
5037,7/7/2006,Bahia De Kino Sonora -  Mexico,Other Accident,Mexico
5038,7/7/2006,Cabo San Lucas -  Baja California Sur -  Mexico.,Drowning,Mexico
5039,7/8/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide,Mexico
5040,7/9/2006,Cancun - qunitana Roo -  Mexico,Vehicle Accident,Mexico
5041,7/9/2006,Km 92+600 Hwy -  Ciudad Juarez -  Chihuahua -  Mexico,Vehicle Accident,Mexico
5042,7/9/2006,Km 92+600 Hwy -  Ciudad Juarez -  Chihuahua -  Mexico,Vehicle Accident,Mexico
5043,7/9/2006,San Pedro Cholula -  Pueblo -  Mexico,Suicide,Mexico
5044,7/10/2006,Cosamaloapan -  Veracruz -  Mexico,Homicide,Mexico
5045,7/11/2006,Rio Verde -  San Luis Potosi -  Mexico,Vehicle Accident,Mexico
5046,7/12/2006,Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
5047,7/12/2006,Playa Del Mar -  Quintana Roo -  Mexico,Drug Related,Mexico
5048,7/12/2006,Tijuana -  Baja Califonia -  Mexico,Homicide,Mexico
5049,7/13/2006,Cabo Sn Lucas -  Baja California -  Mexico,Drowning,Mexico
5050,7/15/2006,Ecatopac -  Estado De Mexico,Homicide,Mexico
5051,7/15/2006,Km 182.6 Guaymas -  Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
5052,7/15/2006,Km 182.6 Guaymas -  Hermosillo -  Sonora -  Mexico,Vehicle Accident,Mexico
5053,7/15/2006,Tecate -  Baja California -  Mexico,Vehicle Accident,Mexico
5054,7/15/2006,Tijuana -  Baja California -  Mexico,Vehicle Accident,Mexico
